"","words","term.freq","doc.freq"
"1305","sunday",28,22
"1306","midnight",3,3
"1307","squall",1,1
"1308","change",28,21
"1309","sudden",16,16
"1310","unhealthy.upwards",1,1
"1311","unhappy",9,9
"1312","tions",3,3
"1313","heat",7,5
"1314","labouring",15,12
"1315","drinking",3,3
"1316","cold",19,16
"1317","raw",2,2
"1318","pernicious",2,2
"1319","extreme",17,13
"1320","intoxicated",1,1
"1321","momments",1,1
"1322","cry",1,1
"1323","fellow",19,18
"1324","drank",5,4
"1325","instantaneously",1,1
"1326","fatal",15,12
"1327","veral",1,1
"1328","instances",9,8
"1329","concluded",14,13
"1330","favoured",9,9
"1331","grenada",4,4
"1332","packet.a",1,1
"1333","arrive",10,9
"1334","martinico",4,3
"1335","white",22,19
"1336","arms",30,25
"1337","conceived",7,6
"1338","english",45,27
"1339","estates",3,3
"1340","assembled",23,21
"1341","together",26,23
"1342","mountains",23,8
"1343","declaring",5,4
"1344","longer",14,13
"1345","saying",6,6
"1346","event",19,14
"1347","unknown",10,7
"1348","reports",26,16
"1349","resisted",2,2
"1350","military",43,28
"1351","militia",47,18
"1352","die",5,5
"1353","singular",6,5
"1354","spirit",22,19
"1355","discontent",6,5
"1356","assented",1,1
"1357","writers",6,6
"1358","civilized",7,6
"1359","treated",5,5
"1360","bloodshed",2,2
"1361","mistaken",2,1
"1362","humanity",15,13
"1363","meaning",2,2
"1364","ill",9,9
"1365","leaders",4,4
"1366","reviving",2,2
"1367","things",39,25
"1368","expect",21,19
"1369","firm",12,12
"1370","union",22,17
"1371","mercantile",7,7
"1372","interests",23,20
"1373","betwixt",2,2
"1374","subsisted",3,3
"1375","vain",8,7
"1376","instil",3,3
"1377","prejudices",9,9
"1378","ready-money",1,1
"1379","accordingly",15,13
"1380","degree–and",1,1
"1381","betweixt",0,0
"1382","agian",1,1
"1383","danville(kentucky",1,1
"1384","baltimoreit",1,1
"1385","concern",12,10
"1386","communicate",12,11
"1387","truly",16,16
"1388","melancholy",15,11
"1389","intelligence",38,28
"1390","richard",7,5
"1391","chenoweth",3,1
"1392","officer",25,20
"1393","garrison",14,10
"1394","falls",8,6
"1395","guard",26,25
"1396","exposed",21,17
"1397","plantation",0,0
"1398","bear",16,14
"1399","crab",1,1
"1400","evening",53,37
"1401","station",12,9
"1402","rushed",3,3
"1403","chenoweth's",3,1
"1404","killed",80,40
"1405","soldiers",19,14
"1406","tomahawked",1,1
"1407","scalped",5,4
"1408","wife",23,18
"1409","floor",13,13
"1410","arm",4,2
"1411","broke",15,13
"1412","savages",16,13
"1413","rest",21,18
"1414","escape.–there",1,1
"1415","sick",12,11
"1416","chamber",3,3
"1417","reported",13,13
"1418","heard",34,28
"1419","massacre",9,9
"1420","crawling",1,1
"1421","stairs",2,2
"1422","inexpressibly",1,1
"1423","shocked",2,2
"1424","beloved",3,3
"1425","breathless–mr",1,1
"1426","neighbouring",10,10
"1427","likely",31,30
"1428","recover",2,2
"1429","remarkable",9,9
"1430","wants",14,11
"1431","house.–the",1,1
"1432","troublesome",3,3
"1433","gone",20,18
"1434","extirpate",3,3
"1435","spies",3,3
"1436","horses",19,14
"1437","pittsburgh",12,7
"1438","mouth",11,9
"1439","sandy",1,1
"1440","creek",14,12
"1441","kanawa",1,1
"1442","englanders",1,1
"1443","forming",10,9
"1444","mighty",1,1
"1445","contests",1,1
"1446","trivial",2,2
"1447","things;that",1,1
"1448","revolution",7,5
"1449","france",31,23
"1450","admit",6,6
"1451","doubt",55,40
"1452","originated",4,4
"1453","adams",6,3
"1454","insignificant",1,1
"1455","bostonian",1,1
"1456","least",40,36
"1457","expectation",7,7
"1458","independence",17,14
"1459","fomented",1,1
"1460","opposition",14,11
"1461","stamp-act",0,0
"1462","wisdom",10,8
"1463","foreseen",2,2
"1464","subsequent",1,1
"1465","folly",3,3
"1466","imprudence",2,2
"1467","obsequious",1,1
"1468","totally",12,10
"1469","destitute",6,6
"1470","sense",6,5
"1471","ignorant",14,12
"1472","princple",1,1
"1473","sound",17,15
"1474","policy",14,13
"1475","beheld",2,2
"1476","sagacity",3,3
"1477","avail",1,1
"1478","despicable",1,1
"1479","policies.–fortunately",1,1
"1480","cause",37,35
"1481","generals",5,4
"1482","abilities",4,3
"1483","minister",25,13
"1484","facility",5,5
"1485","acquired",6,6
"1486","blunders",1,1
"1487","miserable",12,12
"1488","conduct",42,37
"1489","hardly",7,7
"1490","sufficient",33,27
"1491","emancipate",1,1
"1492","weakeness",1,1
"1493","depended",2,2
"1494","franklin",8,7
"1495","driven",10,9
"1496","paris",6,4
"1497","fatal-philippic",1,1
"1498","lawyer",1,1
"1499","chain",5,4
"1500","concurrent",1,1
"1501","hath",4,2
"1502","overturned",2,2
"1503","monarch",4,3
"1504","possessed",10,10
"1505","sagacity–if",1,1
"1506","corporal",2,2
"1507","civility",2,2
"1508","remained",18,15
"1509","colony",174,80
"1510","absolute",5,4
"1511","ephraim",1,1
"1512","daniel",3,3
"1513","baker's-row",1,1
"1514","mileend",1,1
"1515","holland",19,15
"1516","week:sir",1,1
"1517","l–y",1,1
"1518","desires",3,3
"1519","unfortunate",23,23
"1520","relation",3,3
"1521","february",16,15
"1522","jackson",9,8
"1523","teach",2,2
"1524","write",6,6
"1525","improved",11,9
"1526","ahve",1,1
"1527","person",68,49
"1528","habitation",3,3
"1529","wearing",10,10
"1530","apparel",5,4
"1531","wanting",13,12
"1532","business",25,21
"1533","dutch",16,10
"1534","batavia",5,4
"1535","useful",17,14
"1536","grounds",8,7
"1537","makes",15,14
"1538","convenient",7,7
"1539","fleet",18,10
"1540","forts",6,5
"1541","earthn",1,1
"1542","ware",2,2
"1543","use",38,26
"1544","ornament",9,9
"1545","clay",3,3
"1546","equally",23,19
"1547","delft",1,1
"1548","elsewhere",5,5
"1549","hats",3,3
"1550","shoes",3,3
"1551","houses",44,28
"1552","windows",4,4
"1553","wicker",1,1
"1554","rush",2,2
"1555","furniture",4,3
"1556","eplace",1,1
"1557","else",11,11
"1558","smiths",3,3
"1559","coal",7,5
"1560","utensils",2,2
"1561","nephew",1,1
"1562","born",12,9
"1563","buried",8,8
"1564","executed",7,7
"1565","grown",6,6
"1566","christians",3,3
"1567","quite",21,20
"1568","finished",3,3
"1569","away",41,31
"1570","thinks",2,2
"1571","enough",22,20
"1572","farthest",1,1
"1573","lines",4,4
"1574","seldom",12,10
"1575","visited",13,13
"1576","comes",9,9
"1577","farther",18,14
"1578","discovers",2,2
"1579","gum",2,1
"1580","arabic",1,1
"1581","veyr",1,1
"1582","expects",2,2
"1583","wonders",1,1
"1584","clothes",9,8
"1585","thinly",4,3
"1586","inhabited",5,5
"1587","stranger's",1,1
"1588","greenock.no",1,1
"1589","sir",55,35
"1590","expecting",1,1
"1591","remittance",1,1
"1592","still",85,55
"1593","hand",30,25
"1594","properly",13,12
"1595","cash",6,5
"1596","bills",14,12
"1597","accept",9,9
"1598","immediately",41,34
"1599","crop",7,5
"1600","bolls",1,1
"1601","eceeding",1,1
"1602","knowledge",35,24
"1603","loading",6,6
"1604","declared",17,16
"1605","interest",59,37
"1606","encourage",8,8
"1607","plantations",7,6
"1608","merchandize",8,5
"1609","considerably",6,6
"1610","lowered",4,4
"1611","duties",21,14
"1612","merchandize.they",1,1
"1613","sell",10,9
"1614","instead",22,19
"1615","annually",12,10
"1616","son",53,27
"1617","suffice",3,3
"1618","necessity",16,14
"1619","circulating",3,3
"1620","paper",39,29
"1621","trading",10,6
"1622","prior",3,3
"1623","hall",18,13
"1624","noon",2,2
"1625","importance.glasgow",1,1
"1626","plymouth",6,5
"1627","echo",2,2
"1628","drew",4,4
"1629","sea",28,20
"1630","proceed",38,33
"1631","dispatch",5,4
"1632","york–to",1,1
"1633","acquaint",4,4
"1634","ports",20,12
"1635","salutary",5,5
"1636","reduce",3,3
"1637","utmost",11,10
"1638","anxiety",11,11
"1639","packet",9,8
"1640","agreebly",1,1
"1641","relieed",1,1
"1642","apprehensions",11,9
"1643","insurrections",3,2
"1644","martinique",5,4
"1645","confirmed",11,9
"1646","national",23,17
"1647","naturally",10,9
"1648","brings",7,7
"1649","tumult",1,1
"1650","bring",31,25
"1651","conspiracy",4,4
"1652","circumstance",22,21
"1653","accounted",2,2
"1654","communication",25,17
"1655","exists",9,9
"1656","season",26,21
"1657","mail",4,4
"1658","new-york",4,3
"1659","falmouth",2,2
"1660","sandwich",4,3
"1661","thirty-three",1,1
"1662","dominica",6,4
"1663","diabolical",1,1
"1664","design",13,13
"1665","discovered",24,17
"1666","insurrection",2,2
"1667","fire",44,24
"1668","pierre",4,3
"1669","confusion",8,7
"1670","striving",1,1
"1671","flames",7,6
"1672","butchered",1,1
"1673","indiscriminately",2,2
"1674","child.–the",1,1
"1675","combustibles",2,2
"1676","consisting",27,23
"1677","dipped",1,1
"1678","turpentine",1,1
"1679","plot",4,3
"1680","negro",13,7
"1681","lady",22,15
"1682","stung",1,1
"1683","remorse",1,1
"1684","thinking",3,3
"1685","murder",16,15
"1686","disclosed",1,1
"1687","thereupon",3,2
"1688","armed",20,17
"1689","hanger",1,1
"1690","knife",4,4
"1691","insturments",1,1
"1692","put",54,45
"1693","existence",8,8
"1694","afraid",6,6
"1695","attemp",1,1
"1696","release",1,1
"1697","gaol",3,3
"1698","living",24,19
"1699","worldto",1,1
"1700","printer.sir",1,1
"1701","month",20,18
"1702","remote",7,7
"1703","newspaper",8,5
"1704","ordering",4,3
"1705","papers",45,33
"1706","utter",2,2
"1707","astonishment",7,5
"1708","rustic",1,1
"1709","landlord",3,3
"1710","take",112,79
"1711","stuck",1,1
"1712","country–knowing",1,1
"1713","passed",51,38
"1714","lapland",2,2
"1715","intending",3,3
"1716","dropped",2,2
"1717","talking",4,3
"1718","occurrences",1,1
"1719","knew",12,7
"1720","revolutions",1,1
"1721","fishwomen",1,1
"1722","battles",2,2
"1723","flanders",2,2
"1724","emperor",5,5
"1725","fighting",9,7
"1726","turks.but",1,1
"1727","distressing–for",1,1
"1728","meeting",73,30
"1729","inquired",3,2
"1730","cordially",2,2
"1731","afterwards",28,20
"1732","eloped",2,2
"1733","another",103,70
"1734","kindly",2,2
"1735","sister",6,5
"1736","departed",8,6
"1737","fortnight",8,8
"1738","before.on",1,1
"1739","stir",2,2
"1740","unless",20,19
"1741","viaticum",1,1
"1742","provided",41,29
"1743","necessary",56,44
"1744","remove",10,9
"1745","pace",3,3
"1746","fashionable",4,4
"1747","literary",5,5
"1748","world–and",1,1
"1749","friends",33,22
"1750","wives",12,11
"1751","absconded.in",1,1
"1752","creed–and",1,1
"1753","travel",3,3
"1754","faith",10,9
"1755","fully",31,23
"1756","experienced",15,14
"1757","unpleasantness",1,1
"1758","again–i",1,1
"1759","hereby",6,5
"1760","hottentot",2,2
"1761","mine",4,4
"1762","invites",1,1
"1763","him.dick",1,1
"1764","desperate",3,3
"1765","sect",4,4
"1766","shaking",4,2
"1767","quakers",9,5
"1768","america.in",2,2
"1769","jews",3,3
"1770","various",52,38
"1771","denomications",1,1
"1772","roman",2,2
"1773","catholics",2,2
"1774","lutherans",1,1
"1775","presbyterians",1,1
"1776","congregationalists",1,1
"1777","baptists",1,1
"1778","dunkers",1,1
"1779","moravians",1,1
"1780","deists",1,1
"1781","methodists",1,1
"1782","newlights",1,1
"1783","sandimanians",1,1
"1784","universalists",1,1
"1785","perform",13,12
"1786","religious",15,13
"1787","worship",11,6
"1788","accoridng",2,2
"1789","dictates",1,1
"1790","consciences.the",1,1
"1791","sects",1,1
"1792","sprang",1,1
"1793","elect",5,4
"1794","disciples",1,1
"1795","founders",4,2
"1796","mode",27,25
"1797","thousands",14,12
"1798","pretended",4,3
"1799","power",61,41
"1800","miracles",1,1
"1801","heal",1,1
"1802","cast",2,2
"1803","devils",2,2
"1804","languages.this",1,1
"1805","risided",1,1
"1806","north-westerly",2,2
"1807","tenets",11,11
"1808","rambled",1,1
"1809","promulgating",2,2
"1810","religion",11,10
"1811","gaining",4,4
"1812","proselytes",1,1
"1813","elsewhere:–she",1,1
"1814","engrossed",1,1
"1815","kingdom",17,16
"1816","heaven",4,4
"1817","followers",4,4
"1818","seculsion",1,1
"1819","others.she",1,1
"1820","mission",4,4
"1821","heaven;–that",1,1
"1822","pain",17,13
"1823","seventry-two",1,1
"1824","languages",3,3
"1825","conversed",2,2
"1826","life–that",1,1
"1827","true",28,24
"1828","apostles",2,1
"1829","her's",1,1
"1830","erected–that",1,1
"1831","saved",16,15
"1832","confess",4,3
"1833","sins",2,1
"1834","unto",2,1
"1835","parson",2,2
"1836","saved;–that",1,1
"1837","gathered",1,1
"1838","hell",1,1
"1839","damned",2,2
"1840","ocntinually",1,1
"1841","making",48,41
"1842","intercession",1,1
"1843","salvation",1,1
"1844","occasion",50,39
"1845","tongues.those",1,1
"1846","entered",22,20
"1847","deliver",5,5
"1848","jewels",2,2
"1849","rings",1,1
"1850","necklaces",1,1
"1851","buckles",1,1
"1852","watches",1,1
"1853","fit.it",1,1
"1854","confessions",1,1
"1855","proved",18,15
"1856","beneficial",15,13
"1857","owned",2,2
"1858","stolen",4,4
"1859","innocent",3,2
"1860","persons.when",1,1
"1861","pretend",6,4
"1862","praise",5,5
"1863","singing",2,2
"1864","dancing",3,3
"1865","jumping",1,1
"1866","turning",2,2
"1867","round",42,27
"1868","tumbling",2,2
"1869","mean",16,13
"1870","trembling",1,1
"1871","groaning",2,2
"1872","sighing",2,2
"1873","sobbing",1,1
"1874","others",59,39
"1875","preaching",2,2
"1876","praying",11,9
"1877","exhorting",1,1
"1878","clapping",1,1
"1879","hands",26,22
"1880","shouting",2,2
"1881","hallowing",1,1
"1882","screaming",1,1
"1883","hideous",1,1
"1884","noise",6,4
"1885","often",25,21
"1886","affrighten",1,1
"1887","spectators.they",1,1
"1888","dance",8,5
"1889","tired",2,2
"1890","praising",2,2
"1891","whipped",1,1
"1892","briskly",2,2
"1893","emaciated",1,1
"1894","young",76,48
"1895","grow",6,6
"1896","pale",1,1
"1897","ghosts",1,1
"1898","apparitions",1,1
"1899","deserters",5,4
"1900","church-yard",2,2
"1901","sailor's",1,1
"1902","phrase.they",1,1
"1903","eucharist",1,1
"1904","baptism",1,1
"1905","churchs",1,1
"1906","averse",5,5
"1907","wars",4,4
"1908","swearing",1,1
"1909","plain",11,11
"1910","language",14,14
"1911","cry–yea",1,1
"1912","nay",1,1
"1913","yes",2,2
"1914","approve",2,2
"1915","tenets.at",1,1
"1916","particular",34,25
"1917","times",34,25
"1918","hard",13,13
"1919","respective",13,12
"1920","occupations",2,2
"1921","careful",5,5
"1922","spent",6,5
"1923","idleness.they",1,1
"1924","correspondence",4,4
"1925","saints",1,1
"1926","angels",1,1
"1927","frequently",17,14
"1928","converse",2,2
"1929","spirits",13,13
"1930","friends.many",1,1
"1931","refuse",4,4
"1932","suppose",19,16
"1933","forty",11,10
"1934","mentioned",27,21
"1935","revelations",1,1
"1936","redeemed",1,1
"1937","defiled",1,1
"1938","women.they",1,1
"1939","partakers",1,1
"1940","resurrection",1,1
"1941","power.they",1,1
"1942","instrumental",4,4
"1943","music",7,4
"1944","churches",5,5
"1945","ceremonial",1,1
"1946","abolished;–but",1,1
"1947","immediate",23,20
"1948","influence",16,13
"1949","holy",2,2
"1950","ghost",1,1
"1951","scripture",1,1
"1952","warrents",1,1
"1953","practice",11,11
"1954","sing",1,1
"1955","god–praise",1,1
"1956","clap",1,1
"1957","people;–shout",1,1
"1958","god;–make",1,1
"1959","joyful",2,2
"1960","noise;–fall",1,1
"1961","lords&c",1,1
"1962","arrives",2,2
"1963","roebuck",1,1
"1964","advices",9,8
"1965","maryland",4,4
"1966","actually",14,11
"1967","man–uvre",1,1
"1968","rhode",3,3
"1969","oct",11,10
"1970","disturbances",3,3
"1971","abated",5,5
"1972","seem",16,14
"1973","daily",9,9
"1974","gain",10,9
"1975","endeavoured",4,4
"1976","subalterns",2,2
"1977","oath",4,3
"1978","attachment",7,6
"1979","administered",1,1
"1980","major",31,19
"1981","declined",2,2
"1982","engaged",21,19
"1983","incensed",2,1
"1984","reply",5,5
"1985","reviled",1,1
"1986","opprobrious",0,0
"1987","terms",19,14
"1988","cane",1,1
"1989","frustrated",2,2
"1990","attempts",13,12
"1991","infantry",10,10
"1992","application",25,19
"1993","regiment",49,27
"1994","artillery",12,8
"1995","success",27,23
"1996","culverins",1,1
"1997","stationed",10,8
"1998","protection",13,11
"1999","used.driven",1,1
"2000","shift",1,1
"2001","suggested",15,12
"2002","sorry",12,12
"2003","expedient",18,14
"2004","recourse",5,5
"2005","colour",9,7
"2006","corps",14,7
"2007","dose",1,1
"2008","flattery",1,1
"2009","readily",7,6
"2010","caught",5,3
"2011","seeming",9,9
"2012","promised",5,5
"2013","usually",7,6
"2014","thing–that",1,1
"2015","fears",3,3
"2016","concern–they",1,1
"2017","abandoned",8,8
"2018","him.the",1,1
"2019","humiliating",2,2
"2020","familiarities",1,1
"2021","descended",3,3
"2022","motley",1,1
"2023","rabble",1,1
"2024","disgusting",1,1
"2025","embraced",1,1
"2026","enfans",1,1
"2027","cher",1,1
"2028","amis",1,1
"2029","practised",5,5
"2030","dirty",6,4
"2031","condescensions",1,1
"2032","conversant",1,1
"2033","praise-worthy",1,1
"2034","art",5,4
"2035","cajoling",1,1
"2036","conception",3,3
"2037","of.the",2,2
"2038","insolence–one",1,1
"2039","banditti",5,5
"2040","presumed",3,3
"2041","strike",5,4
"2042","grenadier–this",1,1
"2043","peopl–the",1,1
"2044","doughty",1,1
"2045","leader",1,1
"2046","trusty",2,2
"2047","defenders",1,1
"2048","fate",13,13
"2049","sput",1,1
"2050","confinement",3,3
"2051","beholding",1,1
"2052","prison",7,2
"2053","inspired",1,1
"2054","insolent",3,3
"2055","temerity",1,1
"2056","suspended",4,3
"2057","gibbet.the",1,1
"2058","confer",4,4
"2059","measures",37,26
"2060","deputies",3,3
"2061","chosen",7,6
"2062","deposed",3,2
"2063","commander",18,14
"2064","preside",1,1
"2065","tribunal.thus",1,1
"2066","matters",13,13
"2067","rumour",3,3
"2068","prevailed",10,10
"2069","marquis",5,5
"2070","bouillee",1,1
"2071","suffered",22,20
"2072","ingenious",2,2
"2073","method",10,10
"2074","planks",2,2
"2075","severed",1,1
"2076","pieces",15,13
"2077","cross-cut",1,1
"2078","saw",38,27
"2079","sitting",5,4
"2080","multiplicity",2,2
